N_awal,P_awal,K_awal,N_target,P_target,K_target,Kekurangan_N,Kekurangan_P,Kekurangan_K,Dosis_Pupuk_Gram
0.0,18.7,6.3,30,40,100,30.0,21.3,93.7,5.0
0.0,40.5,0.0,30,40,100,30.0,0.0,100.0,5.0
42.2,28.9,10.5,30,40,100,0.0,11.1,89.5,4.5
32.9,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
0.0,43.8,21.3,30,40,100,30.0,0.0,78.7,5.0
0.0,0.0,0.0,30,40,100,30.0,40.0,100.0,5.0
0.0,43.1,41.6,30,40,100,30.0,0.0,58.4,5.0
29.1,91.7,16.0,30,40,100,0.9,0.0,84.0,4.2
8.1,25.1,103.8,30,40,100,21.9,14.9,0.0,3.6
40.0,0.0,121.4,30,40,100,0.0,40.0,0.0,5.0
0.0,31.3,94.5,30,40,100,30.0,8.7,5.5,5.0
1.6,3.0,54.5,30,40,100,28.4,37.0,45.5,4.7
0.0,60.4,52.3,30,40,100,30.0,0.0,47.7,5.0
18.7,30.5,6.0,30,40,100,11.3,9.5,94.0,4.7
10.6,105.3,7.9,30,40,100,19.4,0.0,92.1,4.6
48.7,83.3,130.2,30,40,100,0.0,0.0,0.0,0.0
0.0,30.3,0.0,30,40,100,30.0,9.7,100.0,5.0
27.2,65.2,67.0,30,40,100,2.8,0.0,33.0,1.6
41.9,20.6,47.4,30,40,100,0.0,19.4,52.6,2.6
78.8,37.8,121.8,30,40,100,0.0,2.2,0.0,0.3
12.2,21.9,0.0,30,40,100,17.8,18.1,100.0,5.0
35.2,67.3,74.5,30,40,100,0.0,0.0,25.5,1.3
0.0,94.1,101.2,30,40,100,30.0,0.0,0.0,5.0
0.0,68.6,0.0,30,40,100,30.0,0.0,100.0,5.0
50.0,73.6,0.0,30,40,100,0.0,0.0,100.0,5.0
25.8,73.6,66.1,30,40,100,4.2,0.0,33.9,1.7
59.5,58.6,115.0,30,40,100,0.0,0.0,0.0,0.0
0.0,0.0,88.2,30,40,100,30.0,40.0,11.8,5.0
40.8,104.9,118.7,30,40,100,0.0,0.0,0.0,0.0
79.2,109.1,0.0,30,40,100,0.0,0.0,100.0,5.0
37.9,27.0,0.0,30,40,100,0.0,13.0,100.0,5.0
33.8,21.5,80.3,30,40,100,0.0,18.5,19.7,2.3
26.2,61.1,0.0,30,40,100,3.8,0.0,100.0,5.0
0.0,58.6,3.7,30,40,100,30.0,0.0,96.3,5.0
64.6,28.3,148.7,30,40,100,0.0,11.7,0.0,1.5
8.6,0.0,88.7,30,40,100,21.4,40.0,11.3,5.0
40.3,48.8,27.7,30,40,100,0.0,0.0,72.3,3.6
0.0,58.6,17.2,30,40,100,30.0,0.0,82.8,5.0
0.0,65.7,123.6,30,40,100,30.0,0.0,0.0,5.0
66.8,50.5,90.6,30,40,100,0.0,0.0,9.4,0.5
16.1,25.5,0.0,30,40,100,13.9,14.5,100.0,5.0
67.3,76.5,0.0,30,40,100,0.0,0.0,100.0,5.0
23.7,39.1,225.3,30,40,100,6.3,0.9,0.0,1.0
0.0,17.7,0.0,30,40,100,30.0,22.3,100.0,5.0
51.4,29.2,116.1,30,40,100,0.0,10.8,0.0,1.4
9.2,0.0,195.3,30,40,100,20.8,40.0,0.0,5.0
45.8,29.1,85.4,30,40,100,0.0,10.9,14.6,1.4
26.7,64.2,25.1,30,40,100,3.3,0.0,74.9,3.7
0.0,50.1,0.0,30,40,100,30.0,0.0,100.0,5.0
30.6,97.6,0.0,30,40,100,0.0,0.0,100.0,5.0
88.5,25.9,103.9,30,40,100,0.0,14.1,0.0,1.8
40.0,56.1,190.5,30,40,100,0.0,0.0,0.0,0.0
24.3,68.4,41.6,30,40,100,5.7,0.0,58.4,2.9
56.6,130.7,28.7,30,40,100,0.0,0.0,71.3,3.6
32.0,42.3,129.7,30,40,100,0.0,0.0,0.0,0.0
31.9,0.0,18.2,30,40,100,0.0,40.0,81.8,5.0
0.0,70.6,95.6,30,40,100,30.0,0.0,4.4,5.0
32.6,111.5,76.9,30,40,100,0.0,0.0,23.1,1.2
55.4,23.5,40.5,30,40,100,0.0,16.5,59.5,3.0
2.1,70.3,72.2,30,40,100,27.9,0.0,27.8,4.6
66.5,85.9,215.7,30,40,100,0.0,0.0,0.0,0.0
23.3,77.4,122.2,30,40,100,6.7,0.0,0.0,1.1
0.7,41.5,161.6,30,40,100,29.3,0.0,0.0,4.9
54.4,8.3,0.0,30,40,100,0.0,31.7,100.0,5.0
17.8,33.2,161.9,30,40,100,12.2,6.8,0.0,2.0
47.6,54.9,125.0,30,40,100,0.0,0.0,0.0,0.0
17.6,73.0,0.0,30,40,100,12.4,0.0,100.0,5.0
24.2,49.9,117.0,30,40,100,5.8,0.0,0.0,1.0
40.0,21.2,32.1,30,40,100,0.0,18.8,67.9,3.4
34.2,58.8,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,71.1,84.0,30,40,100,30.0,0.0,16.0,5.0
0.0,51.7,117.0,30,40,100,30.0,0.0,0.0,5.0
52.4,2.8,85.7,30,40,100,0.0,37.2,14.3,4.6
22.2,29.1,64.7,30,40,100,7.8,10.9,35.3,1.8
11.0,74.6,46.8,30,40,100,19.0,0.0,53.2,3.2
0.0,0.0,272.4,30,40,100,30.0,40.0,0.0,5.0
0.0,0.0,0.0,30,40,100,30.0,40.0,100.0,5.0
0.0,97.1,143.9,30,40,100,30.0,0.0,0.0,5.0
23.1,57.0,74.7,30,40,100,6.9,0.0,25.3,1.3
8.9,60.9,4.6,30,40,100,21.1,0.0,95.4,4.8
0.0,0.0,69.6,30,40,100,30.0,40.0,30.4,5.0
24.0,66.1,0.0,30,40,100,6.0,0.0,100.0,5.0
36.3,47.5,25.5,30,40,100,0.0,0.0,74.5,3.7
85.6,0.0,69.7,30,40,100,0.0,40.0,30.3,5.0
0.0,93.8,0.0,30,40,100,30.0,0.0,100.0,5.0
59.0,42.8,114.3,30,40,100,0.0,0.0,0.0,0.0
53.7,20.5,0.0,30,40,100,0.0,19.5,100.0,5.0
3.8,21.2,0.0,30,40,100,26.2,18.8,100.0,5.0
31.7,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
12.9,60.3,249.0,30,40,100,17.1,0.0,0.0,2.9
31.2,47.0,0.0,30,40,100,0.0,0.0,100.0,5.0
68.9,28.6,108.7,30,40,100,0.0,11.4,0.0,1.4
43.2,87.9,12.9,30,40,100,0.0,0.0,87.1,4.4
40.4,0.0,45.3,30,40,100,0.0,40.0,54.7,5.0
13.7,12.4,122.2,30,40,100,16.3,27.6,0.0,3.4
0.0,2.2,118.2,30,40,100,30.0,37.8,0.0,5.0
20.0,25.2,18.6,30,40,100,10.0,14.8,81.4,4.1
60.3,39.2,0.0,30,40,100,0.0,0.8,100.0,5.0
0.0,53.8,123.7,30,40,100,30.0,0.0,0.0,5.0
0.0,22.5,118.0,30,40,100,30.0,17.5,0.0,5.0
29.5,1.1,50.5,30,40,100,0.5,38.9,49.5,4.9
0.0,104.3,109.1,30,40,100,30.0,0.0,0.0,5.0
3.4,133.5,37.5,30,40,100,26.6,0.0,62.5,4.4
13.9,42.2,6.8,30,40,100,16.1,0.0,93.2,4.7
0.0,6.0,73.8,30,40,100,30.0,34.0,26.2,5.0
0.0,95.8,115.4,30,40,100,30.0,0.0,0.0,5.0
46.0,0.0,98.4,30,40,100,0.0,40.0,1.6,5.0
0.0,23.0,114.6,30,40,100,30.0,17.0,0.0,5.0
0.0,8.4,12.2,30,40,100,30.0,31.6,87.8,5.0
8.0,0.0,201.1,30,40,100,22.0,40.0,0.0,5.0
46.8,25.2,45.9,30,40,100,0.0,14.8,54.1,2.7
20.3,1.7,63.9,30,40,100,9.7,38.3,36.1,4.8
12.7,37.0,0.0,30,40,100,17.3,3.0,100.0,5.0
27.2,37.5,57.9,30,40,100,2.8,2.5,42.1,2.1
0.0,11.4,116.4,30,40,100,30.0,28.6,0.0,5.0
40.0,21.5,135.0,30,40,100,0.0,18.5,0.0,2.3
36.9,27.2,199.5,30,40,100,0.0,12.8,0.0,1.6
14.3,69.0,115.4,30,40,100,15.7,0.0,0.0,2.6
54.6,30.5,95.8,30,40,100,0.0,9.5,4.2,1.2
0.0,69.6,37.5,30,40,100,30.0,0.0,62.5,5.0
58.1,60.0,20.1,30,40,100,0.0,0.0,79.9,4.0
30.4,59.4,151.7,30,40,100,0.0,0.0,0.0,0.0
16.4,92.3,150.2,30,40,100,13.6,0.0,0.0,2.3
25.4,0.0,0.0,30,40,100,4.6,40.0,100.0,5.0
22.9,17.4,131.8,30,40,100,7.1,22.6,0.0,2.8
60.7,107.4,125.9,30,40,100,0.0,0.0,0.0,0.0
0.0,26.1,0.0,30,40,100,30.0,13.9,100.0,5.0
4.2,0.0,117.1,30,40,100,25.8,40.0,0.0,5.0
55.5,28.3,0.0,30,40,100,0.0,11.7,100.0,5.0
9.0,41.9,0.0,30,40,100,21.0,0.0,100.0,5.0
51.6,0.0,60.6,30,40,100,0.0,40.0,39.4,5.0
74.3,90.1,94.3,30,40,100,0.0,0.0,5.7,0.3
14.5,7.7,64.2,30,40,100,15.5,32.3,35.8,4.0
45.4,49.7,304.7,30,40,100,0.0,0.0,0.0,0.0
0.0,27.4,104.0,30,40,100,30.0,12.6,0.0,5.0
47.4,0.0,85.4,30,40,100,0.0,40.0,14.6,5.0
31.6,0.0,108.1,30,40,100,0.0,40.0,0.0,5.0
39.4,0.0,37.9,30,40,100,0.0,40.0,62.1,5.0
7.6,80.1,148.5,30,40,100,22.4,0.0,0.0,3.7
0.0,30.5,102.6,30,40,100,30.0,9.5,0.0,5.0
40.3,15.4,98.9,30,40,100,0.0,24.6,1.1,3.1
0.0,0.0,23.2,30,40,100,30.0,40.0,76.8,5.0
16.9,84.6,0.0,30,40,100,13.1,0.0,100.0,5.0
52.8,95.4,33.1,30,40,100,0.0,0.0,66.9,3.3
31.4,84.1,96.3,30,40,100,0.0,0.0,3.7,0.2
81.4,56.3,37.6,30,40,100,0.0,0.0,62.4,3.1
55.1,48.1,97.0,30,40,100,0.0,0.0,3.0,0.2
7.3,0.0,54.8,30,40,100,22.7,40.0,45.2,5.0
26.7,26.6,108.2,30,40,100,3.3,13.4,0.0,1.7
24.6,8.9,0.0,30,40,100,5.4,31.1,100.0,5.0
0.0,0.0,89.1,30,40,100,30.0,40.0,10.9,5.0
0.0,79.0,21.8,30,40,100,30.0,0.0,78.2,5.0
10.0,8.4,0.0,30,40,100,20.0,31.6,100.0,5.0
0.0,84.6,60.2,30,40,100,30.0,0.0,39.8,5.0
27.3,71.9,197.4,30,40,100,2.7,0.0,0.0,0.4
18.9,58.9,0.0,30,40,100,11.1,0.0,100.0,5.0
0.0,61.1,83.1,30,40,100,30.0,0.0,16.9,5.0
37.5,11.7,137.8,30,40,100,0.0,28.3,0.0,3.5
46.3,111.2,259.0,30,40,100,0.0,0.0,0.0,0.0
32.4,38.2,33.7,30,40,100,0.0,1.8,66.3,3.3
16.7,48.6,22.5,30,40,100,13.3,0.0,77.5,3.9
42.8,10.3,0.0,30,40,100,0.0,29.7,100.0,5.0
45.3,0.0,165.5,30,40,100,0.0,40.0,0.0,5.0
34.7,55.7,3.5,30,40,100,0.0,0.0,96.5,4.8
2.5,45.2,43.6,30,40,100,27.5,0.0,56.4,4.6
33.8,4.7,0.0,30,40,100,0.0,35.3,100.0,5.0
60.0,0.0,144.8,30,40,100,0.0,40.0,0.0,5.0
9.0,0.0,166.9,30,40,100,21.0,40.0,0.0,5.0
85.7,84.6,141.7,30,40,100,0.0,0.0,0.0,0.0
11.0,11.8,0.0,30,40,100,19.0,28.2,100.0,5.0
26.9,22.8,122.5,30,40,100,3.1,17.2,0.0,2.2
6.8,94.8,0.0,30,40,100,23.2,0.0,100.0,5.0
32.3,0.0,78.2,30,40,100,0.0,40.0,21.8,5.0
0.0,7.2,90.0,30,40,100,30.0,32.8,10.0,5.0
10.4,5.5,98.5,30,40,100,19.6,34.5,1.5,4.3
0.0,101.6,116.6,30,40,100,30.0,0.0,0.0,5.0
29.8,116.7,72.8,30,40,100,0.2,0.0,27.2,1.4
54.3,66.7,0.0,30,40,100,0.0,0.0,100.0,5.0
44.3,68.0,116.7,30,40,100,0.0,0.0,0.0,0.0
0.0,13.1,81.4,30,40,100,30.0,26.9,18.6,5.0
84.1,114.8,0.7,30,40,100,0.0,0.0,99.3,5.0
34.4,47.2,0.0,30,40,100,0.0,0.0,100.0,5.0
3.8,70.8,197.7,30,40,100,26.2,0.0,0.0,4.4
30.4,32.2,172.8,30,40,100,0.0,7.8,0.0,1.0
31.0,25.7,130.4,30,40,100,0.0,14.3,0.0,1.8
7.0,103.4,19.0,30,40,100,23.0,0.0,81.0,4.1
31.6,58.2,0.0,30,40,100,0.0,0.0,100.0,5.0
8.7,94.9,135.2,30,40,100,21.3,0.0,0.0,3.6
14.4,46.7,103.1,30,40,100,15.6,0.0,0.0,2.6
6.4,2.3,43.3,30,40,100,23.6,37.7,56.7,4.7
0.0,13.0,164.2,30,40,100,30.0,27.0,0.0,5.0
30.1,40.6,141.9,30,40,100,0.0,0.0,0.0,0.0
42.6,11.2,87.7,30,40,100,0.0,28.8,12.3,3.6
40.6,0.0,76.3,30,40,100,0.0,40.0,23.7,5.0
49.3,84.8,77.6,30,40,100,0.0,0.0,22.4,1.1
35.2,14.5,128.3,30,40,100,0.0,25.5,0.0,3.2
10.8,42.0,4.3,30,40,100,19.2,0.0,95.7,4.8
49.9,48.4,107.8,30,40,100,0.0,0.0,0.0,0.0
0.0,12.8,0.0,30,40,100,30.0,27.2,100.0,5.0
0.3,94.8,181.3,30,40,100,29.7,0.0,0.0,5.0
0.0,0.0,116.4,30,40,100,30.0,40.0,0.0,5.0
56.7,47.0,18.0,30,40,100,0.0,0.0,82.0,4.1
52.8,46.4,80.0,30,40,100,0.0,0.0,20.0,1.0
39.8,34.3,4.6,30,40,100,0.0,5.7,95.4,4.8
56.5,0.0,194.8,30,40,100,0.0,40.0,0.0,5.0
0.9,71.5,204.4,30,40,100,29.1,0.0,0.0,4.9
35.9,66.4,129.6,30,40,100,0.0,0.0,0.0,0.0
22.4,9.3,199.0,30,40,100,7.6,30.7,0.0,3.8
50.1,64.9,85.7,30,40,100,0.0,0.0,14.3,0.7
22.7,51.5,135.1,30,40,100,7.3,0.0,0.0,1.2
15.0,0.0,172.3,30,40,100,15.0,40.0,0.0,5.0
41.4,2.1,73.0,30,40,100,0.0,37.9,27.0,4.7
50.9,82.3,79.2,30,40,100,0.0,0.0,20.8,1.0
6.9,48.9,148.8,30,40,100,23.1,0.0,0.0,3.8
24.2,13.7,125.6,30,40,100,5.8,26.3,0.0,3.3
0.0,1.9,12.6,30,40,100,30.0,38.1,87.4,5.0
0.0,15.7,0.0,30,40,100,30.0,24.3,100.0,5.0
31.7,18.6,59.3,30,40,100,0.0,21.4,40.7,2.7
43.3,2.4,0.0,30,40,100,0.0,37.6,100.0,5.0
33.4,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
0.0,82.3,3.0,30,40,100,30.0,0.0,97.0,5.0
16.0,75.5,27.6,30,40,100,14.0,0.0,72.4,3.6
0.0,0.0,139.7,30,40,100,30.0,40.0,0.0,5.0
65.0,41.9,157.2,30,40,100,0.0,0.0,0.0,0.0
0.0,0.1,114.5,30,40,100,30.0,39.9,0.0,5.0
61.7,25.9,124.5,30,40,100,0.0,14.1,0.0,1.8
52.9,22.6,126.4,30,40,100,0.0,17.4,0.0,2.2
0.3,19.2,0.0,30,40,100,29.7,20.8,100.0,5.0
0.0,117.1,74.3,30,40,100,30.0,0.0,25.7,5.0
35.9,18.7,0.0,30,40,100,0.0,21.3,100.0,5.0
1.9,3.9,114.6,30,40,100,28.1,36.1,0.0,4.7
28.9,5.8,0.0,30,40,100,1.1,34.2,100.0,5.0
12.2,78.5,58.9,30,40,100,17.8,0.0,41.1,3.0
0.0,0.0,117.7,30,40,100,30.0,40.0,0.0,5.0
0.0,5.8,0.0,30,40,100,30.0,34.2,100.0,5.0
32.4,94.7,151.1,30,40,100,0.0,0.0,0.0,0.0
10.0,46.3,114.4,30,40,100,20.0,0.0,0.0,3.3
10.2,44.2,104.2,30,40,100,19.8,0.0,0.0,3.3
45.8,122.3,129.8,30,40,100,0.0,0.0,0.0,0.0
59.4,46.4,44.5,30,40,100,0.0,0.0,55.5,2.8
18.2,7.9,85.7,30,40,100,11.8,32.1,14.3,4.0
16.3,25.1,74.3,30,40,100,13.7,14.9,25.7,2.3
40.2,0.0,72.5,30,40,100,0.0,40.0,27.5,5.0
0.0,87.0,19.3,30,40,100,30.0,0.0,80.7,5.0
32.3,59.6,0.0,30,40,100,0.0,0.0,100.0,5.0
41.7,81.7,46.3,30,40,100,0.0,0.0,53.7,2.7
45.3,85.3,41.9,30,40,100,0.0,0.0,58.1,2.9
0.0,19.8,14.1,30,40,100,30.0,20.2,85.9,5.0
4.3,0.0,142.2,30,40,100,25.7,40.0,0.0,5.0
0.9,34.4,0.0,30,40,100,29.1,5.6,100.0,5.0
28.8,1.3,59.7,30,40,100,1.2,38.7,40.3,4.8
39.6,43.1,167.6,30,40,100,0.0,0.0,0.0,0.0
68.6,82.0,146.8,30,40,100,0.0,0.0,0.0,0.0
11.9,29.7,171.6,30,40,100,18.1,10.3,0.0,3.0
11.8,42.5,25.9,30,40,100,18.2,0.0,74.1,3.7
58.7,32.7,136.7,30,40,100,0.0,7.3,0.0,0.9
34.4,68.8,0.0,30,40,100,0.0,0.0,100.0,5.0
62.1,9.6,51.2,30,40,100,0.0,30.4,48.8,3.8
34.2,0.0,58.8,30,40,100,0.0,40.0,41.2,5.0
0.0,55.4,27.1,30,40,100,30.0,0.0,72.9,5.0
0.0,76.2,44.3,30,40,100,30.0,0.0,55.7,5.0
0.0,54.4,33.7,30,40,100,30.0,0.0,66.3,5.0
44.8,10.7,0.0,30,40,100,0.0,29.3,100.0,5.0
59.8,0.0,142.6,30,40,100,0.0,40.0,0.0,5.0
78.6,56.3,58.8,30,40,100,0.0,0.0,41.2,2.1
50.0,42.1,89.7,30,40,100,0.0,0.0,10.3,0.5
59.1,31.4,86.7,30,40,100,0.0,8.6,13.3,1.1
9.4,109.8,77.9,30,40,100,20.6,0.0,22.1,3.4
0.0,0.0,81.0,30,40,100,30.0,40.0,19.0,5.0
50.2,107.9,48.9,30,40,100,0.0,0.0,51.1,2.6
37.8,37.7,187.9,30,40,100,0.0,2.3,0.0,0.3
29.0,0.0,134.8,30,40,100,1.0,40.0,0.0,5.0
37.0,29.2,75.0,30,40,100,0.0,10.8,25.0,1.4
35.2,75.1,37.4,30,40,100,0.0,0.0,62.6,3.1
62.5,21.8,63.9,30,40,100,0.0,18.2,36.1,2.3
62.8,0.0,107.2,30,40,100,0.0,40.0,0.0,5.0
41.5,29.8,194.5,30,40,100,0.0,10.2,0.0,1.3
50.0,2.0,0.0,30,40,100,0.0,38.0,100.0,5.0
40.6,56.2,126.7,30,40,100,0.0,0.0,0.0,0.0
12.8,67.6,164.4,30,40,100,17.2,0.0,0.0,2.9
47.5,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
0.0,8.0,58.9,30,40,100,30.0,32.0,41.1,5.0
56.0,66.9,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,1.9,108.2,30,40,100,30.0,38.1,0.0,5.0
34.1,0.0,44.6,30,40,100,0.0,40.0,55.4,5.0
1.9,0.0,63.0,30,40,100,28.1,40.0,37.0,5.0
41.7,50.6,40.3,30,40,100,0.0,0.0,59.7,3.0
25.0,48.9,131.6,30,40,100,5.0,0.0,0.0,0.8
0.0,8.9,92.0,30,40,100,30.0,31.1,8.0,5.0
37.9,36.7,92.1,30,40,100,0.0,3.3,7.9,0.4
9.5,97.9,86.4,30,40,100,20.5,0.0,13.6,3.4
51.0,0.0,119.7,30,40,100,0.0,40.0,0.0,5.0
26.0,0.0,52.4,30,40,100,4.0,40.0,47.6,5.0
37.2,54.8,210.7,30,40,100,0.0,0.0,0.0,0.0
0.0,32.0,0.0,30,40,100,30.0,8.0,100.0,5.0
9.2,7.9,0.0,30,40,100,20.8,32.1,100.0,5.0
12.9,62.7,0.0,30,40,100,17.1,0.0,100.0,5.0
50.3,70.2,0.0,30,40,100,0.0,0.0,100.0,5.0
73.7,0.0,127.8,30,40,100,0.0,40.0,0.0,5.0
3.0,10.2,118.0,30,40,100,27.0,29.8,0.0,4.5
56.6,129.7,170.9,30,40,100,0.0,0.0,0.0,0.0
0.0,59.9,0.0,30,40,100,30.0,0.0,100.0,5.0
0.0,63.7,133.6,30,40,100,30.0,0.0,0.0,5.0
0.0,83.7,78.1,30,40,100,30.0,0.0,21.9,5.0
0.0,37.1,86.9,30,40,100,30.0,2.9,13.1,5.0
0.0,68.5,123.9,30,40,100,30.0,0.0,0.0,5.0
37.7,65.3,12.5,30,40,100,0.0,0.0,87.5,4.4
19.9,58.1,282.1,30,40,100,10.1,0.0,0.0,1.7
36.8,23.5,180.9,30,40,100,0.0,16.5,0.0,2.1
45.6,43.4,30.6,30,40,100,0.0,0.0,69.4,3.5
33.5,12.8,0.0,30,40,100,0.0,27.2,100.0,5.0
44.7,37.0,66.4,30,40,100,0.0,3.0,33.6,1.7
24.0,0.0,88.2,30,40,100,6.0,40.0,11.8,5.0
0.0,4.6,159.4,30,40,100,30.0,35.4,0.0,5.0
56.1,25.1,0.0,30,40,100,0.0,14.9,100.0,5.0
9.2,0.0,96.5,30,40,100,20.8,40.0,3.5,5.0
0.0,16.1,0.0,30,40,100,30.0,23.9,100.0,5.0
20.9,29.8,108.7,30,40,100,9.1,10.2,0.0,1.5
0.0,52.6,64.8,30,40,100,30.0,0.0,35.2,5.0
14.1,74.6,229.7,30,40,100,15.9,0.0,0.0,2.7
35.7,17.8,0.0,30,40,100,0.0,22.2,100.0,5.0
35.9,90.2,184.0,30,40,100,0.0,0.0,0.0,0.0
0.4,74.2,0.0,30,40,100,29.6,0.0,100.0,5.0
12.1,56.7,0.0,30,40,100,17.9,0.0,100.0,5.0
56.5,42.6,0.0,30,40,100,0.0,0.0,100.0,5.0
40.1,49.3,93.7,30,40,100,0.0,0.0,6.3,0.3
85.0,84.2,0.0,30,40,100,0.0,0.0,100.0,5.0
59.6,85.7,0.0,30,40,100,0.0,0.0,100.0,5.0
58.5,90.2,89.8,30,40,100,0.0,0.0,10.2,0.5
0.0,38.1,109.9,30,40,100,30.0,1.9,0.0,5.0
47.7,58.8,76.7,30,40,100,0.0,0.0,23.3,1.2
24.4,90.5,60.4,30,40,100,5.6,0.0,39.6,2.0
10.3,11.3,221.0,30,40,100,19.7,28.7,0.0,3.6
30.7,23.6,85.3,30,40,100,0.0,16.4,14.7,2.0
52.9,37.1,138.5,30,40,100,0.0,2.9,0.0,0.4
40.2,72.7,85.0,30,40,100,0.0,0.0,15.0,0.8
0.9,73.3,0.0,30,40,100,29.1,0.0,100.0,5.0
47.1,27.2,117.8,30,40,100,0.0,12.8,0.0,1.6
7.8,0.0,20.6,30,40,100,22.2,40.0,79.4,5.0
32.1,46.4,66.2,30,40,100,0.0,0.0,33.8,1.7
17.3,0.0,98.1,30,40,100,12.7,40.0,1.9,5.0
19.7,0.0,0.0,30,40,100,10.3,40.0,100.0,5.0
47.8,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
0.0,49.6,146.8,30,40,100,30.0,0.0,0.0,5.0
81.3,91.2,20.0,30,40,100,0.0,0.0,80.0,4.0
0.0,38.0,23.8,30,40,100,30.0,2.0,76.2,5.0
8.9,45.0,86.9,30,40,100,21.1,0.0,13.1,3.5
36.5,84.1,42.4,30,40,100,0.0,0.0,57.6,2.9
42.6,0.0,107.2,30,40,100,0.0,40.0,0.0,5.0
23.1,57.4,69.4,30,40,100,6.9,0.0,30.6,1.5
24.3,36.0,89.5,30,40,100,5.7,4.0,10.5,0.9
37.6,59.2,16.9,30,40,100,0.0,0.0,83.1,4.2
19.4,17.0,89.1,30,40,100,10.6,23.0,10.9,2.9
65.6,3.5,162.6,30,40,100,0.0,36.5,0.0,4.6
49.9,42.1,27.7,30,40,100,0.0,0.0,72.3,3.6
50.8,102.8,147.3,30,40,100,0.0,0.0,0.0,0.0
0.0,71.1,69.3,30,40,100,30.0,0.0,30.7,5.0
23.7,16.0,132.7,30,40,100,6.3,24.0,0.0,3.0
17.4,0.0,83.9,30,40,100,12.6,40.0,16.1,5.0
0.0,0.0,70.8,30,40,100,30.0,40.0,29.2,5.0
36.2,89.4,101.7,30,40,100,0.0,0.0,0.0,0.0
10.6,0.0,171.4,30,40,100,19.4,40.0,0.0,5.0
44.6,23.3,92.5,30,40,100,0.0,16.7,7.5,2.1
0.0,89.6,112.1,30,40,100,30.0,0.0,0.0,5.0
74.9,0.0,43.8,30,40,100,0.0,40.0,56.2,5.0
0.4,96.5,200.2,30,40,100,29.6,0.0,0.0,4.9
32.2,26.2,125.1,30,40,100,0.0,13.8,0.0,1.7
48.5,0.0,79.8,30,40,100,0.0,40.0,20.2,5.0
9.7,26.5,63.6,30,40,100,20.3,13.5,36.4,3.4
50.2,7.4,152.4,30,40,100,0.0,32.6,0.0,4.1
0.0,54.2,24.6,30,40,100,30.0,0.0,75.4,5.0
67.3,10.4,0.0,30,40,100,0.0,29.6,100.0,5.0
26.4,0.0,79.3,30,40,100,3.6,40.0,20.7,5.0
9.0,27.6,169.5,30,40,100,21.0,12.4,0.0,3.5
17.4,0.0,201.8,30,40,100,12.6,40.0,0.0,5.0
49.0,44.7,64.8,30,40,100,0.0,0.0,35.2,1.8
9.3,0.0,77.0,30,40,100,20.7,40.0,23.0,5.0
4.6,16.8,115.4,30,40,100,25.4,23.2,0.0,4.2
19.6,43.8,52.2,30,40,100,10.4,0.0,47.8,2.4
0.0,27.9,115.1,30,40,100,30.0,12.1,0.0,5.0
77.8,46.5,66.6,30,40,100,0.0,0.0,33.4,1.7
9.8,63.8,155.1,30,40,100,20.2,0.0,0.0,3.4
49.6,0.0,131.8,30,40,100,0.0,40.0,0.0,5.0
31.9,33.9,138.8,30,40,100,0.0,6.1,0.0,0.8
0.0,0.0,56.9,30,40,100,30.0,40.0,43.1,5.0
25.8,46.4,228.8,30,40,100,4.2,0.0,0.0,0.7
48.3,24.3,112.5,30,40,100,0.0,15.7,0.0,2.0
20.6,0.0,93.4,30,40,100,9.4,40.0,6.6,5.0
59.9,49.2,12.1,30,40,100,0.0,0.0,87.9,4.4
55.0,83.6,65.7,30,40,100,0.0,0.0,34.3,1.7
52.1,17.3,82.7,30,40,100,0.0,22.7,17.3,2.8
12.9,0.0,10.0,30,40,100,17.1,40.0,90.0,5.0
0.0,43.1,49.9,30,40,100,30.0,0.0,50.1,5.0
8.5,0.0,60.1,30,40,100,21.5,40.0,39.9,5.0
31.5,9.9,78.0,30,40,100,0.0,30.1,22.0,3.8
41.5,85.6,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,38.9,62.6,30,40,100,30.0,1.1,37.4,5.0
25.7,0.0,43.1,30,40,100,4.3,40.0,56.9,5.0
30.5,0.0,71.8,30,40,100,0.0,40.0,28.2,5.0
18.0,43.0,157.0,30,40,100,12.0,0.0,0.0,2.0
62.7,71.2,239.0,30,40,100,0.0,0.0,0.0,0.0
38.0,0.0,128.2,30,40,100,0.0,40.0,0.0,5.0
63.3,54.5,0.0,30,40,100,0.0,0.0,100.0,5.0
19.8,90.0,45.6,30,40,100,10.2,0.0,54.4,2.7
52.6,112.4,121.6,30,40,100,0.0,0.0,0.0,0.0
72.5,49.8,112.5,30,40,100,0.0,0.0,0.0,0.0
63.3,56.8,153.1,30,40,100,0.0,0.0,0.0,0.0
0.0,0.0,65.6,30,40,100,30.0,40.0,34.4,5.0
18.7,121.0,44.2,30,40,100,11.3,0.0,55.8,2.8
