N_Awal,P_Awal,K_Awal,Volume_Air_ml,Metode_Pemberian,N_Target,P_Target,K_Target,Dosis_Pupuk_Gram
14.9,21.8,46.6,80,0,31.4,46.0,93.0,2.0
15.5,21.5,44.2,80,0,33.4,46.9,93.6,2.0
15.1,24.9,44.4,80,0,35.6,45.9,92.0,2.0
17.0,23.8,46.8,80,0,32.3,46.7,94.5,2.0
18.1,20.6,47.8,80,0,31.3,45.4,93.6,2.0
15.2,22.8,47.0,80,0,33.2,47.6,92.4,2.0
14.4,22.8,46.6,80,0,34.4,45.9,90.9,2.0
14.5,21.2,44.3,80,0,31.5,44.8,91.3,2.0
18.0,23.3,44.8,80,0,32.3,44.4,87.8,2.0
15.2,23.1,45.2,80,0,33.3,46.7,96.3,2.0
18.6,20.8,47.0,80,0,30.9,47.3,96.6,2.0
14.7,21.2,46.1,80,0,32.3,47.4,88.3,2.0
16.6,23.6,46.6,80,0,31.9,47.2,95.8,2.0
16.9,23.6,46.7,80,0,31.1,48.6,90.9,2.0
15.8,22.1,47.1,80,0,30.7,44.0,96.7,2.0
15.7,22.9,46.8,80,0,33.9,46.4,92.1,2.0
15.1,21.2,44.5,80,0,32.5,48.0,92.3,2.0
16.2,21.3,45.6,80,0,32.5,48.3,90.3,2.0
16.5,22.2,44.2,80,0,30.6,45.4,92.1,2.0
16.0,21.5,46.3,80,0,34.5,46.3,93.3,2.0
15.7,22.3,47.8,80,0,33.6,42.4,91.1,2.0
15.2,21.7,47.2,80,0,31.7,44.9,91.2,2.0
15.4,21.7,48.5,80,0,31.3,46.7,87.6,2.0
16.0,22.6,46.6,80,0,32.5,41.5,86.7,2.0
16.9,20.4,44.6,80,0,33.2,48.2,91.1,2.0
16.1,22.1,44.6,80,0,30.2,45.3,92.6,2.0
15.7,21.5,48.4,80,0,32.6,42.9,96.8,2.0
15.9,22.4,47.1,80,0,31.0,43.6,89.4,2.0
15.4,21.4,45.1,80,0,36.8,41.4,94.5,2.0
16.0,23.4,43.7,80,0,31.5,49.2,95.2,2.0
16.2,22.1,46.2,80,0,30.9,41.5,90.6,2.0
16.7,20.1,46.5,80,0,30.8,47.5,93.4,2.0
16.1,21.1,46.0,80,0,31.1,45.1,94.3,2.0
17.1,21.5,45.2,80,0,30.6,48.2,92.1,2.0
16.6,21.6,43.0,80,0,31.8,47.6,90.6,2.0
14.8,22.9,45.9,80,0,32.0,43.5,92.8,2.0
16.0,21.2,43.3,80,0,32.6,47.2,95.6,2.0
15.7,22.7,45.1,80,0,31.9,44.6,93.0,2.0
15.9,21.4,45.1,80,0,32.8,48.2,93.7,2.0
15.8,20.7,48.7,80,0,31.6,44.8,95.0,2.0
16.1,23.7,44.3,80,0,33.4,43.1,91.4,2.0
15.7,21.0,45.7,80,0,34.4,48.7,90.8,2.0
15.3,20.0,46.0,80,0,32.8,47.2,96.0,2.0
16.1,23.5,46.6,80,0,33.3,46.4,91.7,2.0
17.6,21.8,46.0,80,0,32.3,44.9,92.2,2.0
16.5,22.1,46.1,80,0,32.2,48.1,98.6,2.0
16.4,21.3,45.4,80,0,29.3,47.4,93.1,2.0
18.1,22.4,44.1,80,0,32.3,47.9,91.6,2.0
17.6,22.7,46.8,80,0,32.7,44.6,86.1,2.0
16.8,20.9,42.2,80,0,33.1,43.1,91.2,2.0
16.7,22.6,46.4,80,0,32.6,45.6,93.1,2.0
16.6,20.8,43.7,80,0,34.7,42.8,94.2,2.0
15.4,21.1,45.1,80,0,31.8,44.6,95.0,2.0
15.9,23.3,44.9,80,0,34.6,45.9,92.2,2.0
18.5,20.9,45.5,80,0,34.9,46.3,92.2,2.0
17.7,23.2,45.7,80,0,31.1,47.8,97.8,2.0
16.5,21.5,48.0,80,0,32.4,42.5,98.8,2.0
16.6,21.9,43.8,80,0,31.4,46.7,92.2,2.0
16.8,21.0,46.0,80,0,33.0,48.0,92.6,2.0
16.7,23.1,47.0,80,0,32.0,47.4,92.8,2.0
15.5,21.7,45.4,80,0,33.3,43.9,92.7,2.0
16.2,20.7,46.0,80,0,31.4,42.0,90.7,2.0
16.4,23.2,44.9,80,0,35.8,47.9,97.6,2.0
17.5,21.4,45.6,80,0,31.9,40.4,96.3,2.0
14.3,22.4,45.6,80,0,31.8,46.6,96.1,2.0
15.9,21.8,47.5,80,0,33.1,46.8,92.1,2.0
15.6,22.9,46.1,80,0,33.5,46.3,88.9,2.0
16.1,21.5,42.2,80,0,33.9,49.4,95.8,2.0
15.8,21.7,43.3,80,0,32.6,45.2,93.9,2.0
15.9,22.3,47.4,80,0,31.5,46.8,97.8,2.0
16.9,22.2,46.4,80,0,31.7,46.6,90.5,2.0
15.0,21.7,46.3,80,0,31.7,47.3,99.0,2.0
17.4,22.8,43.4,80,0,34.1,44.8,84.2,2.0
16.9,21.8,46.1,80,0,32.0,49.0,97.0,2.0
15.2,23.0,45.9,80,0,32.7,48.1,90.1,2.0
15.1,22.0,43.8,80,0,35.0,44.5,92.5,2.0
16.7,20.3,48.0,80,0,32.2,43.0,94.8,2.0
18.8,20.7,46.0,80,0,36.6,46.0,90.8,2.0
15.5,21.0,45.5,80,0,33.2,48.6,93.8,2.0
14.5,23.3,45.3,80,0,31.4,46.0,91.0,2.0
14.3,22.3,44.4,80,0,31.0,45.5,92.9,2.0
15.3,21.9,46.9,80,0,35.5,46.9,91.5,2.0
15.4,21.7,42.9,80,0,32.9,45.4,92.9,2.0
17.9,22.1,44.4,80,0,34.4,46.5,90.4,2.0
15.6,22.5,45.6,80,0,34.2,46.7,93.9,2.0
17.7,21.2,45.1,80,0,33.7,42.1,91.4,2.0
15.8,22.1,45.9,80,0,32.2,43.5,86.1,2.0
15.8,21.4,45.6,80,0,32.7,46.0,95.8,2.0
16.1,22.3,44.5,80,0,33.8,48.7,90.8,2.0
16.4,21.6,46.3,80,0,32.9,42.9,87.4,2.0
14.8,23.4,44.0,80,0,32.9,43.9,92.6,2.0
15.7,21.5,47.3,80,0,32.6,43.8,94.4,2.0
14.6,22.1,45.5,80,0,32.9,46.9,89.8,2.0
14.4,23.9,45.8,80,0,33.8,45.7,93.3,2.0
14.7,22.5,45.5,80,0,33.9,44.2,93.6,2.0
15.3,22.5,49.1,80,0,32.9,47.3,89.0,2.0
17.9,20.3,46.1,80,0,32.7,47.1,92.4,2.0
16.1,21.7,45.8,80,0,30.5,40.9,93.6,2.0
15.4,22.3,45.6,80,0,37.5,45.4,94.2,2.0
16.1,19.7,45.5,80,0,32.3,49.5,96.2,2.0
17.4,22.2,44.7,80,0,37.0,45.4,96.0,2.0
16.2,20.8,45.6,80,0,29.2,47.2,90.3,2.0
17.2,21.4,43.5,80,0,33.0,46.4,89.4,2.0
17.4,21.8,45.8,80,0,32.7,45.9,93.2,2.0
15.6,20.1,48.2,80,0,31.2,47.5,93.3,2.0
14.8,20.5,42.8,80,0,31.1,44.7,93.8,2.0
15.0,21.1,45.2,80,0,34.0,44.8,101.5,2.0
15.0,20.6,43.3,80,0,33.3,44.9,94.5,2.0
15.4,23.2,47.8,80,0,29.6,44.8,91.8,2.0
15.4,21.3,45.0,80,0,32.4,42.3,91.0,2.0
16.2,22.4,44.6,80,0,31.9,45.1,90.8,2.0
16.4,21.2,46.5,80,0,34.8,43.9,87.8,2.0
14.5,20.5,48.5,80,0,29.3,48.7,94.7,2.0
15.6,21.8,47.1,80,0,31.8,44.2,85.9,2.0
17.0,20.4,47.6,80,0,30.8,42.8,94.1,2.0
13.5,21.8,47.6,80,0,33.0,48.1,92.5,2.0
13.1,23.7,44.6,80,0,31.6,45.1,92.2,2.0
16.4,21.8,44.7,80,0,33.7,45.7,96.5,2.0
14.9,23.3,46.2,80,0,34.1,42.1,94.6,2.0
15.1,22.7,46.2,80,0,33.9,46.0,87.4,2.0
15.2,22.1,42.5,80,0,34.7,46.7,89.8,2.0
14.4,23.2,49.3,80,0,35.4,46.8,96.4,2.0
14.5,22.5,47.3,80,0,30.9,47.4,92.7,2.0
14.5,22.1,46.0,80,0,32.0,48.2,87.7,2.0
16.9,21.9,46.9,80,0,31.8,47.5,94.3,2.0
18.1,22.0,43.9,80,0,32.2,50.0,90.3,2.0
17.2,22.3,45.1,80,0,35.0,46.1,95.3,2.0
13.8,22.4,45.0,80,0,34.4,45.9,94.8,2.0
16.5,21.0,48.4,80,0,35.4,47.1,93.4,2.0
15.4,21.2,46.1,80,0,35.9,46.7,97.5,2.0
16.3,21.0,46.8,80,0,33.6,45.1,94.3,2.0
14.8,22.5,44.2,80,0,34.2,46.2,96.2,2.0
15.5,21.8,47.3,80,0,31.2,44.6,89.9,2.0
15.2,21.9,46.7,80,0,32.4,42.7,96.1,2.0
15.1,24.2,46.3,80,0,33.2,48.1,94.1,2.0
16.4,24.5,45.6,80,0,32.7,47.8,93.4,2.0
14.5,20.0,45.1,80,0,32.4,46.1,95.9,2.0
15.1,20.6,46.1,80,0,30.4,45.0,94.2,2.0
16.8,23.0,47.8,80,0,34.2,42.5,95.2,2.0
15.6,22.0,48.3,80,0,36.2,45.2,93.0,2.0
17.0,21.6,47.3,80,0,30.9,44.2,96.8,2.0
17.0,24.6,46.9,80,0,33.4,48.9,92.9,2.0
18.4,22.2,45.6,80,0,33.0,47.3,91.6,2.0
15.5,22.6,43.7,80,0,31.6,48.1,95.3,2.0
15.2,20.7,44.7,80,0,33.2,46.8,97.8,2.0
16.3,23.2,46.2,80,0,30.9,48.6,97.3,2.0
14.5,22.3,45.9,80,0,32.8,45.2,91.8,2.0
15.1,22.1,47.1,80,0,34.0,46.1,92.2,2.0
15.3,21.4,46.3,80,0,31.2,46.1,93.4,2.0
17.1,24.3,44.7,80,0,31.2,46.6,90.0,2.0
14.7,22.5,44.7,80,0,33.7,44.4,95.8,2.0
15.2,22.6,45.5,80,0,32.6,43.8,95.2,2.0
16.2,23.5,44.8,80,0,32.7,46.2,90.4,2.0
14.5,22.3,45.2,80,0,34.7,48.9,90.3,2.0
14.9,23.1,45.1,80,0,35.7,45.9,90.3,2.0
16.0,22.0,47.0,80,0,33.0,47.8,91.2,2.0
15.6,20.5,46.4,80,0,33.8,45.4,92.9,2.0
15.1,22.7,46.7,80,0,35.7,44.1,90.4,2.0
14.4,22.1,47.3,80,0,32.7,44.0,93.0,2.0
15.4,23.1,45.8,80,0,31.0,42.8,97.4,2.0
16.1,21.6,44.0,80,0,32.7,46.8,90.0,2.0
14.8,23.6,47.3,80,0,33.4,45.4,92.2,2.0
18.0,21.9,44.9,80,0,34.3,45.3,87.5,2.0
17.3,23.1,44.4,80,0,33.5,48.2,92.6,2.0
15.9,20.6,45.3,80,0,31.9,47.8,84.6,2.0
14.9,24.3,48.8,80,0,32.5,45.2,91.0,2.0
16.1,21.9,45.0,80,0,31.2,49.0,91.5,2.0
14.7,21.1,43.5,80,0,34.4,46.1,91.3,2.0
17.4,23.2,46.0,80,0,32.9,43.5,91.9,2.0
15.7,20.6,46.6,80,0,32.8,49.6,94.3,2.0
15.6,21.8,42.3,80,0,34.1,44.6,93.6,2.0
16.1,21.2,46.5,80,0,32.6,47.8,90.8,2.0
16.9,21.4,46.7,80,0,32.6,44.0,96.7,2.0
17.0,21.4,45.5,80,0,33.7,47.2,87.6,2.0
13.8,23.4,44.0,80,0,36.9,46.5,91.5,2.0
16.8,21.8,46.5,80,0,31.4,45.2,96.9,2.0
17.0,23.0,46.7,80,0,32.0,46.2,92.9,2.0
14.9,21.6,46.1,80,0,32.4,47.4,92.4,2.0
16.1,22.1,46.3,80,0,34.3,45.5,89.1,2.0
15.4,21.0,47.0,80,0,34.3,47.9,90.9,2.0
17.5,22.5,46.7,80,0,35.1,45.2,92.0,2.0
14.9,21.7,45.1,80,0,31.1,47.2,89.9,2.0
17.1,20.1,47.5,80,0,32.6,43.0,95.6,2.0
16.0,21.8,47.8,80,0,31.7,47.6,92.5,2.0
16.7,24.3,45.2,80,0,31.0,47.1,96.0,2.0
16.0,21.6,48.0,80,0,34.3,45.7,96.4,2.0
16.6,23.4,46.2,80,0,32.2,43.1,91.1,2.0
15.7,21.9,46.1,80,0,34.9,43.2,91.4,2.0
16.0,21.1,45.8,80,0,33.9,45.0,93.1,2.0
16.1,21.6,47.9,80,0,32.7,45.5,92.8,2.0
15.0,20.6,47.1,80,0,31.1,44.4,101.0,2.0
14.5,20.0,43.8,80,0,29.8,45.4,99.1,2.0
16.7,23.4,48.7,80,0,34.2,48.1,91.2,2.0
15.6,21.7,45.7,80,0,32.5,41.3,90.2,2.0
17.1,22.4,46.1,80,0,34.6,48.4,92.2,2.0
14.6,21.5,45.8,80,0,34.3,46.0,98.9,2.0
14.6,22.8,47.1,80,0,33.6,48.4,92.6,2.0
15.3,21.1,47.2,80,0,30.0,45.9,87.9,2.0
14.6,22.3,44.8,80,0,33.1,43.3,95.3,2.0
17.3,21.9,46.5,80,0,32.4,46.9,94.3,2.0
15.9,20.2,46.5,80,0,32.2,46.2,94.0,2.0
17.5,22.5,45.7,80,0,33.4,44.5,88.8,2.0
16.1,21.4,46.8,80,0,31.2,44.2,96.6,2.0
15.5,21.4,42.1,80,0,31.7,48.9,96.8,2.0
15.7,20.7,45.6,80,0,30.7,43.2,93.1,2.0
15.9,20.6,47.4,80,0,33.7,46.9,87.0,2.0
15.5,19.7,46.5,80,0,34.1,44.1,90.4,2.0
15.4,20.5,44.5,80,0,32.5,47.8,89.4,2.0
16.1,21.6,44.1,80,0,31.1,47.9,90.6,2.0
16.8,21.2,45.3,80,0,32.6,47.1,89.1,2.0
15.7,22.1,42.4,80,0,33.7,44.6,92.8,2.0
15.1,21.8,46.4,80,0,30.2,47.1,95.8,2.0
15.7,22.7,49.7,80,0,33.9,41.8,90.0,2.0
17.3,22.1,44.6,80,0,32.6,43.1,93.9,2.0
16.4,23.0,47.8,80,0,34.3,47.2,89.6,2.0
14.8,22.4,43.9,80,0,32.8,45.2,96.4,2.0
16.5,20.8,48.1,80,0,34.5,45.4,96.5,2.0
15.7,22.1,44.9,80,0,35.2,47.6,90.4,2.0
16.3,21.7,45.9,80,0,35.4,46.2,84.6,2.0
16.3,21.7,45.9,80,0,32.3,47.5,96.1,2.0
16.5,23.5,47.9,80,0,32.9,44.3,94.4,2.0
16.7,21.5,44.5,80,0,31.9,47.5,89.8,2.0
15.8,22.1,45.4,80,0,33.3,40.5,87.4,2.0
16.6,22.0,47.7,80,0,30.5,44.2,93.9,2.0
14.6,21.9,47.7,80,0,33.5,44.4,91.9,2.0
17.3,21.8,48.2,80,0,33.9,48.7,91.8,2.0
15.8,22.2,47.9,80,0,32.9,47.3,97.1,2.0
15.5,22.2,47.7,80,0,32.7,43.2,99.1,2.0
14.2,21.7,46.4,80,0,32.0,43.9,93.5,2.0
16.1,23.4,45.6,80,0,32.5,42.8,97.5,2.0
14.8,23.5,45.1,80,0,31.6,46.4,92.1,2.0
15.4,20.2,48.6,80,0,30.1,48.5,91.2,2.0
16.4,21.9,43.4,80,0,31.0,46.0,95.4,2.0
16.2,22.7,47.4,80,0,31.7,46.3,90.3,2.0
16.0,23.1,49.5,80,0,31.1,50.3,95.0,2.0
16.2,22.4,45.9,80,0,30.7,45.4,85.6,2.0
17.5,21.4,46.7,80,0,31.9,41.8,93.8,2.0
15.2,21.2,45.4,80,0,30.5,46.8,91.5,2.0
16.0,20.9,48.7,80,0,33.5,43.3,91.5,2.0
17.8,22.6,44.6,80,0,31.6,44.5,89.8,2.0
15.7,21.3,46.5,80,0,34.6,46.3,93.5,2.0
17.5,21.9,46.4,80,0,32.1,49.5,88.9,2.0
13.3,21.3,44.6,80,0,34.1,44.6,95.3,2.0
16.7,22.2,45.0,80,0,31.0,45.5,93.9,2.0
16.8,22.0,44.7,80,0,33.5,46.1,95.5,2.0
16.3,22.7,45.9,80,0,31.9,44.8,91.8,2.0
15.1,20.2,45.0,80,0,32.9,46.2,91.2,2.0
16.5,22.5,44.4,80,0,33.6,44.5,92.0,2.0
15.2,23.2,45.8,80,0,34.4,48.1,89.3,2.0
14.8,21.6,46.0,80,0,29.6,43.1,92.0,2.0
17.4,23.4,46.4,80,0,35.1,45.3,95.9,2.0
15.9,23.7,47.3,80,0,30.0,46.8,95.8,2.0
13.5,21.5,47.8,80,0,33.8,48.1,93.7,2.0
17.8,23.7,44.7,80,0,31.7,45.4,89.6,2.0
16.5,22.8,46.5,80,0,33.1,44.5,94.5,2.0
15.6,20.4,43.8,80,0,37.3,43.8,87.6,2.0
16.5,21.5,45.7,80,0,31.4,44.0,89.8,2.0
16.4,20.1,42.4,80,0,34.2,44.3,91.9,2.0
16.2,22.8,45.7,80,0,33.4,46.9,98.9,2.0
16.4,24.1,46.4,80,0,33.3,49.2,86.3,2.0
16.0,19.8,44.2,80,0,35.4,44.6,92.6,2.0
16.3,22.8,45.8,80,0,31.3,47.5,95.3,2.0
15.7,22.7,45.4,80,0,34.7,45.9,92.9,2.0
16.7,21.9,45.3,80,0,34.4,43.6,89.4,2.0
17.4,23.5,48.4,80,0,34.2,44.7,92.1,2.0
15.1,19.6,48.5,80,0,32.5,48.3,89.9,2.0
16.7,21.6,44.0,80,0,31.6,45.6,90.0,2.0
13.9,20.6,46.3,80,0,33.6,43.0,90.2,2.0
15.5,24.0,48.8,80,0,30.0,42.9,92.7,2.0
15.4,20.5,46.0,80,0,31.6,47.0,94.9,2.0
15.2,20.8,46.2,80,0,32.6,45.0,94.0,2.0
14.2,21.4,45.6,80,0,33.5,43.5,95.5,2.0
15.1,24.4,46.7,80,0,31.9,44.7,98.3,2.0
15.0,20.9,44.9,80,0,33.0,46.8,100.3,2.0
17.7,22.2,45.6,80,0,32.9,42.4,92.8,2.0
17.8,23.9,46.4,80,0,32.0,47.7,90.2,2.0
15.2,21.5,44.0,80,0,32.9,47.9,96.0,2.0
15.5,20.7,44.7,80,0,33.5,47.2,88.7,2.0
14.4,22.2,45.9,80,0,33.7,44.4,91.8,2.0
15.2,20.5,48.7,80,0,31.8,45.5,93.2,2.0
19.5,20.8,46.7,80,0,32.0,45.7,95.7,2.0
14.9,22.0,43.8,80,0,31.8,44.8,90.5,2.0
15.5,21.6,46.4,80,0,34.3,46.0,94.0,2.0
15.1,19.9,48.0,80,0,31.2,45.2,90.1,2.0
14.7,20.9,49.8,80,0,31.9,48.2,95.9,2.0
15.4,22.4,44.9,80,0,35.5,45.8,93.5,2.0
14.9,21.9,44.4,80,0,29.9,43.2,92.8,2.0
16.0,22.9,46.7,80,0,31.7,47.6,93.4,2.0
14.7,21.6,47.4,80,0,35.1,45.0,91.4,2.0
17.1,20.2,47.3,80,0,34.8,47.8,87.3,2.0
17.2,20.5,45.0,80,0,32.3,47.3,88.7,2.0
17.8,24.7,46.1,80,0,31.4,42.4,93.0,2.0
15.7,22.2,46.8,80,0,34.6,46.3,94.2,2.0
16.8,20.9,45.9,80,0,32.0,45.7,92.5,2.0
16.0,22.3,47.5,80,0,35.8,48.2,96.7,2.0
17.3,21.7,45.0,80,0,35.2,42.0,88.8,2.0
18.1,22.0,45.9,80,0,31.0,44.8,88.5,2.0
17.1,21.4,45.6,80,0,33.8,47.8,95.5,2.0
16.4,22.8,43.3,80,0,34.1,44.8,92.7,2.0
16.8,23.6,48.0,80,0,34.0,45.4,94.8,2.0
16.0,22.9,47.1,80,0,34.9,48.8,93.6,2.0
15.1,23.3,46.1,80,0,32.4,46.7,92.6,2.0
16.0,23.1,46.6,80,0,36.0,42.6,91.0,2.0
16.3,20.6,45.2,80,0,33.4,43.6,89.2,2.0
17.2,20.4,44.6,80,0,33.7,43.9,97.5,2.0
15.6,22.5,43.7,80,0,29.5,44.3,95.0,2.0
15.9,20.7,44.3,80,0,34.1,44.8,92.7,2.0
16.3,22.1,43.4,80,0,34.4,46.7,95.9,2.0
16.7,23.5,46.9,80,0,32.5,45.8,98.6,2.0
15.1,21.6,45.7,80,0,31.8,46.1,93.4,2.0
15.1,20.6,47.8,80,0,35.3,41.7,96.3,2.0
18.1,22.6,45.8,80,0,34.0,48.4,95.1,2.0
15.3,21.7,42.8,80,0,33.4,48.4,90.4,2.0
16.9,21.5,48.5,80,0,33.1,42.1,92.9,2.0
14.3,24.7,45.9,80,0,30.7,48.3,94.7,2.0
15.9,22.1,45.6,80,0,31.6,43.1,92.0,2.0
15.9,19.6,46.5,80,0,33.8,45.1,86.9,2.0
15.1,23.1,45.3,80,0,31.4,46.2,96.6,2.0
16.7,21.6,44.7,80,0,35.5,45.1,90.2,2.0
14.1,22.0,46.9,80,0,32.2,45.8,96.7,2.0
15.8,22.6,46.1,80,0,33.2,48.5,92.5,2.0
15.4,21.5,48.0,80,0,32.3,46.9,90.7,2.0
14.3,22.3,46.7,80,0,28.1,46.7,92.8,2.0
15.3,22.7,47.1,80,0,33.8,40.6,96.8,2.0
13.9,23.2,44.8,80,0,31.6,47.2,91.5,2.0
15.9,22.5,44.0,80,0,31.6,45.1,93.5,2.0
15.9,23.1,46.1,80,0,31.8,45.6,98.4,2.0
16.6,23.4,46.5,80,0,32.2,45.4,92.2,2.0
15.3,22.3,45.5,80,0,34.7,44.0,91.5,2.0
16.7,19.9,49.2,80,0,34.0,44.0,92.8,2.0
16.0,21.9,47.5,80,0,32.5,41.8,93.2,2.0
15.9,23.8,43.8,80,0,34.0,46.5,94.1,2.0
15.2,20.3,46.2,120,0,37.2,52.3,107.6,3.0
17.2,24.4,45.4,120,0,37.4,55.1,101.3,3.0
16.6,21.4,48.3,120,0,35.1,51.3,105.2,3.0
13.7,21.8,50.7,120,0,35.3,48.7,108.5,3.0
15.9,22.2,47.0,120,0,37.0,49.9,105.0,3.0
16.7,21.4,47.9,120,0,35.4,55.5,105.9,3.0
15.0,22.7,45.3,120,0,36.6,52.7,102.4,3.0
15.4,21.9,46.0,120,0,35.7,50.9,107.3,3.0
15.3,23.1,47.5,120,0,34.1,49.2,106.2,3.0
16.6,21.4,49.7,120,0,38.1,55.8,104.9,3.0
17.4,21.9,45.0,120,0,40.0,52.2,106.3,3.0
15.2,20.3,46.4,120,0,38.3,52.3,105.7,3.0
15.3,20.9,45.9,120,0,38.4,51.7,109.5,3.0
17.4,24.0,45.9,120,0,36.9,53.7,102.8,3.0
17.0,22.9,46.0,120,0,38.9,50.0,108.4,3.0
15.0,22.1,45.4,120,0,32.6,50.9,103.3,3.0
17.1,21.3,45.2,120,0,35.8,50.0,103.0,3.0
13.0,23.0,48.2,120,0,36.3,52.8,106.5,3.0
15.2,22.2,43.1,120,0,35.4,50.2,103.8,3.0
17.2,22.4,43.3,120,0,35.3,55.2,102.4,3.0
16.2,22.5,47.1,120,0,38.0,51.9,103.8,3.0
15.5,24.9,47.1,120,0,38.8,53.0,101.0,3.0
16.3,22.0,43.4,120,0,40.6,55.0,105.9,3.0
16.4,22.9,44.6,120,0,37.0,54.6,103.4,3.0
14.7,21.1,48.1,120,0,36.3,50.1,102.7,3.0
17.2,23.3,47.3,120,0,35.6,52.4,103.7,3.0
17.9,21.2,47.0,120,0,37.5,51.7,101.6,3.0
16.8,23.7,45.3,120,0,38.6,51.0,108.3,3.0
16.1,21.6,43.1,120,0,35.1,51.1,105.8,3.0
16.6,22.6,46.6,120,0,37.7,56.1,106.6,3.0
15.2,21.8,46.5,120,0,38.4,53.0,104.2,3.0
16.8,23.3,46.1,120,0,36.5,52.8,106.5,3.0
14.2,23.4,46.2,120,0,35.0,51.5,105.3,3.0
16.6,21.9,45.7,120,0,37.6,54.9,103.3,3.0
16.7,20.1,47.8,120,0,35.8,55.5,104.0,3.0
16.4,24.3,43.4,120,0,38.6,52.4,104.5,3.0
15.8,21.6,46.0,120,0,38.2,50.3,105.1,3.0
16.5,21.7,44.2,120,0,35.3,54.2,99.8,3.0
14.6,22.5,44.6,120,0,37.3,49.0,105.3,3.0
15.9,20.5,46.9,120,0,36.3,52.7,102.8,3.0
16.8,20.2,48.3,120,0,39.6,57.7,105.4,3.0
15.7,21.5,46.7,120,0,38.2,51.2,108.9,3.0
14.9,21.1,47.1,120,0,35.4,54.2,102.0,3.0
16.0,20.8,44.3,120,0,36.1,49.5,103.3,3.0
15.6,21.6,46.9,120,0,40.2,50.4,104.2,3.0
17.3,21.9,48.6,120,0,38.4,51.5,101.5,3.0
15.6,21.8,46.4,120,0,33.6,52.6,110.9,3.0
15.4,23.2,46.7,120,0,36.2,51.5,104.1,3.0
15.2,21.4,46.0,120,0,37.4,53.8,104.4,3.0
18.1,19.2,45.7,120,0,35.4,51.2,103.6,3.0
16.1,21.3,42.6,120,0,39.6,52.4,107.4,3.0
15.5,23.7,49.6,120,0,37.3,50.6,102.8,3.0
16.5,23.8,45.6,120,0,37.3,51.2,101.6,3.0
14.4,22.2,46.7,120,0,33.4,53.5,108.1,3.0
15.6,20.5,42.9,120,0,36.9,50.6,108.2,3.0
15.6,21.5,44.4,120,0,38.9,53.4,105.4,3.0
15.7,22.6,45.9,120,0,36.4,47.9,103.0,3.0
16.5,22.0,44.5,120,0,38.2,54.9,108.3,3.0
17.9,20.5,44.3,120,0,38.1,55.5,106.2,3.0
16.0,21.1,45.7,120,0,38.3,52.7,109.1,3.0
16.9,22.4,43.4,120,0,34.7,49.9,108.1,3.0
15.4,20.9,46.0,120,0,36.5,49.7,108.7,3.0
14.6,19.8,46.0,120,0,36.0,55.1,103.0,3.0
16.7,22.0,48.0,120,0,36.2,49.3,108.7,3.0
16.8,22.4,46.3,120,0,38.0,50.5,102.0,3.0
15.9,23.4,45.0,120,0,35.7,53.4,102.9,3.0
16.3,21.9,45.2,120,0,34.6,50.1,108.1,3.0
15.3,21.1,45.0,120,0,37.7,50.5,106.1,3.0
12.3,21.2,45.4,120,0,36.4,52.1,105.9,3.0
17.5,20.7,46.6,120,0,39.3,50.0,105.6,3.0
15.3,24.7,47.3,120,0,35.8,51.2,102.8,3.0
16.4,23.1,44.7,120,0,38.7,53.1,100.3,3.0
15.6,20.9,45.5,120,0,38.4,53.6,110.7,3.0
16.1,21.6,46.0,120,0,39.2,48.5,99.0,3.0
18.0,21.0,44.4,120,0,38.4,51.1,99.5,3.0
16.5,23.1,45.5,120,0,38.7,51.4,105.0,3.0
15.2,23.4,46.2,120,0,39.3,47.9,107.4,3.0
16.6,21.0,45.3,120,0,36.0,53.5,107.8,3.0
14.0,22.3,45.6,120,0,37.0,52.1,107.4,3.0
12.4,21.3,44.7,120,0,35.7,50.7,104.5,3.0
17.5,23.0,47.4,120,0,37.8,50.5,104.5,3.0
15.8,22.4,45.1,120,0,36.3,53.2,104.5,3.0
17.5,23.0,43.9,120,0,39.2,51.8,107.0,3.0
14.9,21.3,47.5,120,0,37.7,53.9,107.8,3.0
16.0,21.3,44.7,120,0,35.9,51.6,109.9,3.0
16.3,23.3,47.0,120,0,37.5,49.5,104.4,3.0
14.8,21.8,48.2,120,0,35.9,54.5,104.3,3.0
14.6,20.7,43.6,120,0,37.2,52.2,110.1,3.0
16.2,21.6,46.0,120,0,37.6,52.5,109.8,3.0
16.5,22.2,46.9,120,0,37.2,48.8,113.3,3.0
16.6,22.4,44.8,120,0,38.1,51.9,103.3,3.0
17.4,22.0,46.5,120,0,39.1,52.7,107.3,3.0
16.1,21.0,49.5,120,0,38.2,50.7,105.3,3.0
16.7,21.0,46.9,120,0,34.9,49.6,109.1,3.0
14.3,22.7,47.7,120,0,39.2,52.1,113.0,3.0
16.4,22.8,46.9,120,0,38.3,51.8,104.3,3.0
15.1,21.6,47.5,120,0,38.6,50.1,104.5,3.0
16.1,22.1,45.0,120,0,37.2,57.4,105.7,3.0
15.2,21.1,45.3,120,0,36.9,54.4,105.5,3.0
15.7,22.1,43.2,120,0,37.1,54.5,101.1,3.0
16.2,21.8,45.2,120,0,35.7,50.8,102.8,3.0
14.1,22.6,45.7,120,0,37.6,55.6,110.1,3.0
16.2,21.4,44.7,120,0,37.2,51.4,105.5,3.0
